IdCFC;Placa;AnoFabricação;Categoria;PessoasComDeficiência;CodMarca;Marca
0000520864;GDB2B75;2022;;Não;2898;HONDA/CG 160 START
0000190143;EHX1470;2019;;Não;2898;HONDA/CG 160 START
0000101914;CPG6825;2005;;Não;617517;SR/GUERRA AG CS
0003371018;DIH1A38;2021;;Não;26509;YAMAHA/YS150 FAZER SED
0000520087;FMT9C52;2022;;Não;9636;YAMAHA/YBR150 FACTOR ED
0000311774;DRU8999;2019;;Não;2898;HONDA/CG 160 START
0000311774;FIA0782;2017;;Não;2898;HONDA/CG 160 START
0000311151;BQU8J94;2022;;Não;41715;JTZ/DK150S FI
0000160353;ELY0I29;2020;;Não;41707;JTZ/DK150
0001721662;DKK7G35;2022;;Não;2898;HONDA/CG 160 START
0000311711;GCT3I24;2022;;Não;9639;YAMAHA/YBR125I FACTOR ED
0025990122;BUK8J02;2022;;Não;2898;HONDA/CG 160 START
0003071690;CFZ5G85;2022;;Não;9636;YAMAHA/YBR150 FACTOR ED
0000971655;FJB6C25;2022;;Não;2898;HONDA/CG 160 START
0000252145;EEA7J74;2022;;Não;9636;YAMAHA/YBR150 FACTOR ED
0000461291;GAB2D54;2017;;Não;151254;VW/UP TAKE MCV
0000461291;GDK8H99;2020;;Não;41900;HONDA/CG 160 FAN
0000281886;CFC5I31;2022;;Não;2898;HONDA/CG 160 START
0000281886;CFC5J32;2022;;Não;2898;HONDA/CG 160 START
0000971690;DZA9A39;2020;;Não;41900;HONDA/CG 160 FAN
0040870122;EYW6A88;2009;;Não;345419;AGRALE/8500 TR
0001840136;DRI8D98;2021;A - Moto;Não;2898;HONDA/CG 160 START
0001840136;FWU8409;2015;A - Moto;Não;20606;JTA/SUZUKI GSR125
0001840136;GIY9157;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001692033;GEG8089;2018;A - Moto;Não;2898;HONDA/CG 160 START
0004390045;DUF4F46;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004390045;EBS0D31;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001511753;DWX7D00;2019;A - Moto;Não;2898;HONDA/CG 160 START
0001511753;GCO4H18;2017;A - Moto;Não;41901;HONDA/CG 160 TITAN
0001511753;GFD4B68;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000280052;DGY9H87;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000280052;GJY7E29;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000100703;FKG9C29;2020;A - Moto;Não;26509;YAMAHA/YS150 FAZER SED
0000100703;FWO2I89;2016;A - Moto;Não;14920;HONDA/NXR160 BROS ESDD
0042130122;GDA3G09;2018;A - Moto;Não;41901;HONDA/CG 160 TITAN
0042130122;GHY9F78;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000102320;FSM4E22;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000102320;GCG9G33;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000311368;EBN4G59;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000311368;GFV6H77;2017;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0042160122;GGY8G44;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0042160122;GKD6C28;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000461893;GHH5D97;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000461893;GHJ4A23;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000341368;BSZ0A74;2021;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000341368;EVA8H64;2021;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000341368;GGD3C27;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0006071116;EZO5B75;2021;A - Moto;Não;2898;HONDA/CG 160 START
0006071116;FOB2B67;2021;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000190619;FPC0A49;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000190619;FVA5F67;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0000522166;BXD3B62;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000522166;FII9D06;2021;A - Moto;Não;2898;HONDA/CG 160 START
0003820157;DYA1A42;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0003820157;GJD0B28;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000402131;CKU3H87;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000402131;EOP4I98;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000402131;FKM9G49;2018;A - Moto;Não;2898;HONDA/CG 160 START
0006101116;FPM5J06;2021;A - Moto;Não;2898;HONDA/CG 160 START
0006101116;FQJ4D18;2021;A - Moto;Não;2898;HONDA/CG 160 START
0006101116;FYP5C27;2022;A - Moto;Não;2898;HONDA/CG 160 START
0001692033;FQU9F02;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0039610122;DUJ4C60;2019;A - Moto;Não;41707;JTZ/DK150
0039610122;EBE3800;2019;A - Moto;Não;41707;JTZ/DK150
0039610122;FCR4A07;2022;A - Moto;Não;41900;HONDA/CG 160 FAN
0039610122;FOB7259;2014;A - Moto;Não;2844;HONDA/CG 125 FAN KS
0039610122;GEJ9160;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0039610122;GET4B97;2022;A - Moto;Não;41900;HONDA/CG 160 FAN
0039610122;GFG8160;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0039640122;FFM8C04;2021;A - Moto;Não;2898;HONDA/CG 160 START
0039640122;FSD8479;2018;A - Moto;Não;3507;HONDA/PCX 150 DLX
0039640122;GFP9189;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000760059;FVQ7944;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000760059;GJL3052;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004540101;FDM9490;2015;A - Moto;Não;9627;YAMAHA/YBR125 FACTOR ED
0004540101;GAB9410;2015;A - Moto;Não;9627;YAMAHA/YBR125 FACTOR ED
0004540101;GET4586;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000222145;FUP6612;2014;A - Moto;Não;9628;YAMAHA/YBR125 FACTOR E
0000222145;FUT0157;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000222145;FUT0175;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000191123;FMW8529;2015;A - Moto;Não;20606;JTA/SUZUKI GSR125
0000191123;FPU5E98;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000191123;FUS2H78;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000191123;FYY1130;2015;A - Moto;Não;20606;JTA/SUZUKI GSR125
0000371893;BRN7408;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000371893;GHW3040;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0002920143;DXH9G51;2022;A - Moto;Não;2898;HONDA/CG 160 START
0002920143;GBR9789;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0000280682;FEN1C51;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000280682;FEN1C52;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001840507;BWW7I57;2021;A - Moto;Não;41707;JTZ/DK150
0001840507;FUO0829;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000102124;FOA2288;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000102124;FYQ2G18;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000160563;GJD7508;2017;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0002050115;GCB1878;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0002050115;GET9H48;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0002050115;GFH8C85;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0000910976;EDU6440;2018;A - Moto;Não;41706;JTZ/CHOPPER RC
0000910976;FGU8H48;2020;A - Moto;Não;41900;HONDA/CG 160 FAN
0000370500;EPA4910;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000370500;EUE2I90;2019;A - Moto;Não;41900;HONDA/CG 160 FAN
0001450661;FMZ4649;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001450661;FOG0762;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001331753;DPA7D69;2019;A - Moto;Não;41707;JTZ/DK150
0001331753;EZG6359;2019;A - Moto;Não;2012;HONDA/BIZ 125
0001331753;FCD2629;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001331753;FUP4639;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001720178;FUU7372;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001720178;FZX1426;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000701795;CFC4F31;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000701795;CFC4F32;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000701795;CFC6C35;2021;A - Moto;Não;41715;JTZ/DK150S FI
0000701795;CFC8I91;2021;A - Moto;Sim;3511;HONDA/PCX 150 DLX ABS
0040750122;FYI6B57;2021;A - Moto;Não;2898;HONDA/CG 160 START
0040750122;GAH1222;2018;A - Moto;Não;2898;HONDA/CG 160 START
0040750122;GGB6I17;2022;A - Moto;Não;2898;HONDA/CG 160 START
0040750122;GIK9737;2017;A - Moto;Não;2898;HONDA/CG 160 START
0040750122;GJI7D07;2022;A - Moto;Não;2898;HONDA/CG 160 START
0001810136;FCI3I15;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0001810136;GET4250;2016;A - Moto;Não;2892;HONDA/CG 160 FAN ESDI
0040840122;FCJ7217;2016;A - Moto;Não;36423;DAFRA/RIVA 150
0040840122;GJM8598;2016;A - Moto;Não;36423;DAFRA/RIVA 150
0040870122;FPN3444;2014;A - Moto;Não;2863;HONDA/CG150 FAN ESDI
0040870122;PYD5246;2016;A - Moto;Não;2898;HONDA/CG 160 START
0000311844;FRN0209;2018;A - Moto;Não;2898;HONDA/CG 160 START
0000880976;EOC8B27;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000880976;GHV0H89;2021;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0040720122;EMT1520;2018;A - Moto;Não;2898;HONDA/CG 160 START
0040720122;FAT4849;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0040720122;FWL4C57;2022;A - Moto;Não;2898;HONDA/CG 160 START
0040720122;FZF4G58;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000160773;FPP8629;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0000160773;FYP5331;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0000850227;FKJ9763;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000850227;GBP3008;2015;A - Moto;Não;2886;HONDA/CG150 START
0000341473;FKC9A75;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000341473;GBG0579;2017;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0000341473;GGT0679;2018;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0001390164;GAG6662;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001390164;GDO7749;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000970920;FCY6742;2015;A - Moto;Não;2886;HONDA/CG150 START
0000970920;GEI7J75;2022;A - Moto;Não;24706;YAMAHA/NEO 125
0000970920;GIS4I61;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000251998;GAW3E47;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000251998;GGL4940;2016;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0001121767;FVR5D84;2020;A - Moto;Não;2898;HONDA/CG 160 START
0001121767;GBG1727;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0001121767;GBN4H85;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0000940976;EEE2452;2018;A - Moto;Não;41707;JTZ/DK150
0000940976;EXR9708;2018;A - Moto;Não;41707;JTZ/DK150
0000160563;EEH5A19;2020;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000160563;FXO6079;2017;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000160563;FZF2A04;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0009461018;DAV9C37;2020;A - Moto;Não;41900;HONDA/CG 160 FAN
0009461018;ELA7H59;2020;A - Moto;Não;41900;HONDA/CG 160 FAN
0002170115;FCU1A81;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0002170115;FRP0G92;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0026830703;FCP3J81;2020;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0026830703;GFF9D02;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004450241;DML3G39;2018;A - Moto;Não;41706;JTZ/CHOPPER RC
0004450241;FXG8A67;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004450241;GJZ5J69;2017;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0001241774;FWZ2D27;2017;A - Moto;Não;41706;JTZ/CHOPPER RC
0001241774;GJH5G78;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0000880171;GFS9E53;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000880171;GGP7A99;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000910171;ERS6899;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000910171;ETC2B92;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000910171;GGI8G14;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000910171;GHT9G87;2021;A - Moto;Não;2898;HONDA/CG 160 START
0042100122;DCU6J45;2021;A - Moto;Não;41709;JTZ/CHOPPER RH
0042100122;GEQ5B18;2021;A - Moto;Não;41709;JTZ/CHOPPER RH
0001960136;EOD2J21;2019;A - Moto;Não;41707;JTZ/DK150
0001960136;FCP1788;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000371473;DVD5I49;2020;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000371473;EZX4G49;2020;A - Moto;Não;13813;YAMAHA/XTZ150 CROSSER S
0000970024;FRP3859;2018;A - Moto;Não;41900;HONDA/CG 160 FAN
0000970024;GJQ0E57;2022;A - Moto;Não;2898;HONDA/CG 160 START
0004360045;BWW1F95;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004360045;FAY8J99;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001150920;FUF3C58;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001150920;FVH1D97;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001150920;GEC4H98;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0003640535;FUZ3F92;2021;A - Moto;Não;2898;HONDA/CG 160 START
0003640535;GEF6F32;2022;A - Moto;Não;2898;HONDA/CG 160 START
0003640535;GGT7B48;2018;A - Moto;Não;41900;HONDA/CG 160 FAN
0003670535;BLE6C09;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0003670535;GGT7510;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0000280192;DKI9H17;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000280192;EZH8F49;2020;A - Moto;Não;2898;HONDA/CG 160 START
0002861081;FBQ4G43;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0002861081;GHW8C88;2017;A - Moto;Não;2893;HONDA/CG 160 TITAN EX
0000221235;FRE1J27;2015;A - Moto;Não;2886;HONDA/CG150 START
0000221235;FYB1H92;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000221235;GDN6J70;2016;A - Moto;Não;2898;HONDA/CG 160 START
0042040122;FCJ6I56;2020;A - Moto;Não;2898;HONDA/CG 160 START
0042040122;GAG0C82;2022;A - Moto;Não;2898;HONDA/CG 160 START
0042070122;BYY3H87;2020;A - Moto;Não;41708;JTZ/CHOPPER RL
0042070122;CQU0H09;2020;A - Moto;Não;41900;HONDA/CG 160 FAN
0000372131;EIO0G69;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000372131;FZL8A09;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001810206;FMK8E63;2017;A - Moto;Não;2898;HONDA/CG 160 START
0001810206;GEJ5B60;2015;A - Moto;Não;27904;SUNDOWN/MAX 125 SED
0001810206;GGG5E41;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001121655;BYJ4F04;2021;A - Moto;Não;2898;HONDA/CG 160 START
0001121655;DMT7E92;2019;A - Moto;Não;41900;HONDA/CG 160 FAN
0001121655;GEF7C59;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000431893;ENN6668;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000431893;GFL5260;2016;A - Moto;Não;2898;HONDA/CG 160 START
0004030045;DJI8238;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0004030045;FER7379;2016;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0004030045;GJM2G23;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0002291690;DLL7559;2019;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0002291690;FCA4769;2017;A - Moto;Não;9634;YAMAHA/YBR150 FACTOR E
0003100535;BSX8519;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0003100535;EQK1I62;2020;A - Moto;Não;2898;HONDA/CG 160 START
0006821018;DPR7830;2019;A - Moto;Não;2898;HONDA/CG 160 START
0006821018;GAL4813;2016;A - Moto;Não;18407;JTA-SUZUKI/GS120
0000340374;FAD9869;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000340374;FRH0687;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000340374;FSY0885;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000340374;FWR6976;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0003580157;DZF2A99;2020;A - Moto;Não;2898;HONDA/CG 160 START
0003580157;GIN3310;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0000460997;CQU4284;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000460997;FVC0F72;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000460997;FWY6312;2015;A - Moto;Não;19442;MOTO TRAXX/JL50Q-8
0000460997;FZZ9B66;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0005921018;FUX5B86;2022;A - Moto;Não;2898;HONDA/CG 160 START
0005921018;GDA2E34;2020;A - Moto;Não;2898;HONDA/CG 160 START
0005921018;GFR0922;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0039550122;BJV2385;2019;A - Moto;Não;41706;JTZ/CHOPPER RC
0039550122;BUF6074;2019;A - Moto;Não;41707;JTZ/DK150
0039580122;BVT0F69;2019;A - Moto;Não;2898;HONDA/CG 160 START
0039580122;FUQ7H46;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0001061774;BGH1372;2019;A - Moto;Não;2898;HONDA/CG 160 START
0001061774;BYH3917;2018;A - Moto;Não;2898;HONDA/CG 160 START
0001061774;FUZ6A71;2020;A - Moto;Não;2898;HONDA/CG 160 START
0001750129;CFD5A83;2021;A - Moto;Não;41707;JTZ/DK150
0001750129;ECV4487;2019;A - Moto;Não;41707;JTZ/DK150
0001750129;FVP3647;2014;A - Moto;Não;9628;YAMAHA/YBR125 FACTOR E
0001750129;GAP6A68;2020;A - Moto;Não;41707;JTZ/DK150
0040600122;ERA1I70;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0040600122;FPC0673;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0040600122;GCM9759;2018;A - Moto;Não;2895;HONDA/CG 125I FAN
0004180045;FNM7D60;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0004180045;GJO9C69;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0000940920;FBI6614;2019;A - Moto;Não;41706;JTZ/CHOPPER RC
0000940920;GCR2287;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000940920;GKB8448;2016;A - Moto;Não;3505;HONDA/PCX 150
0000311844;DIP5209;2019;A - Moto;Não;2898;HONDA/CG 160 START
0000311844;FDU2G62;2022;A - Moto;Não;41707;JTZ/DK150
0039430122;DSV0G28;2020;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0003970045;BYJ4305;2019;A - Moto;Não;2898;HONDA/CG 160 START
0003970045;DIE8870;2019;A - Moto;Não;2898;HONDA/CG 160 START
0003220087;FUC6A44;2021;A - Moto;Não;41900;HONDA/CG 160 FAN
0003220087;GDI4F96;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000340304;CCU6D96;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000340304;FCY1F67;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000340304;FIX6165;2016;A - Moto;Não;2886;HONDA/CG150 START
0001840087;FNH9443;2019;A - Moto;Não;2898;HONDA/CG 160 START
0001840087;GKB4F29;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000970850;FKH5469;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000970850;GCY7F59;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000910276;BYJ8I25;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000910276;ENI3F27;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000910276;GAN2518;2015;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000910276;GET5149;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000910276;GGL3414;2017;A - Moto;Não;2898;HONDA/CG 160 START
0002051669;FSG7712;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0002051669;FYL0F61;2022;A - Moto;Não;2898;HONDA/CG 160 START
0002051669;GEZ5051;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0001690206;GGZ9H68;2020;A - Moto;Não;2898;HONDA/CG 160 START
0001690206;GJJ6949;2018;A - Moto;Não;41900;HONDA/CG 160 FAN
0000970248;BZR6E37;2020;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000970248;GCN3F56;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0001091774;GDR3570;2017;A - Moto;Não;2892;HONDA/CG 160 FAN ESDI
0001091774;GJV3I12;2018;A - Moto;Não;41901;HONDA/CG 160 TITAN
0040570122;EBA7H20;2019;A - Moto;Não;41707;JTZ/DK150
0040570122;EMA1F25;2018;A - Moto;Não;41707;JTZ/DK150
0000222103;FKE9519;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000222103;FWJ0268;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000341130;FHS8389;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0000341130;FJG6E85;2022;A - Moto;Não;2898;HONDA/CG 160 START
0000341130;FTB6889;2017;A - Moto;Não;2895;HONDA/CG 125I FAN
0000161487;EDX3032;2019;A - Moto;Não;41706;JTZ/CHOPPER RC
0000161487;FIY9803;2018;A - Moto;Não;2898;HONDA/CG 160 START
0040630122;DQU4A44;2022;A - Moto;Não;2898;HONDA/CG 160 START
0040630122;GCV1199;2016;A - Moto;Não;2886;HONDA/CG150 START
0040630122;GEY5228;2016;A - Moto;Não;2898;HONDA/CG 160 START
0040630122;GFK8G26;2018;A - Moto;Não;3505;HONDA/PCX 150
0040660122;BXD3G67;2021;A - Moto;Não;15131;HONDA/CBR 650R
0040660122;GDS4I68;2021;A - Moto;Não;2898;HONDA/CG 160 START
0040660122;GIM8F97;2021;A - Moto;Não;2898;HONDA/CG 160 START
0040660122;GKH4A87;2021;A - Moto;Não;2898;HONDA/CG 160 START
0003370535;EXW6H47;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0003370535;FDE6357;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0002831081;DSL6D39;2020;A - Moto;Não;41904;HONDA/CG 160 TITAN S
0002831081;GGN4A07;2022;A - Moto;Não;41900;HONDA/CG 160 FAN
0002831081;GHQ7C50;2016;A - Moto;Não;2895;HONDA/CG 125I FAN
0000162292;DRD0D29;2020;A - Moto;Não;41900;HONDA/CG 160 FAN
0000162292;FOD9G67;2015;A - Moto;Não;3503;HONDA/XRE 300
0000162292;GHR1J01;2021;A - Moto;Não;2898;HONDA/CG 160 START
0001211774;CFZ1756;2019;A - Moto;Não;2898;HONDA/CG 160 START
0001211774;GCW4A39;2017;A - Moto;Não;41706;JTZ/CHOPPER RC
0042010122;FPF3H87;2020;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0042010122;FPP9I93;2020;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0001180850;ENE4882;2019;A - Moto;Não;2898;HONDA/CG 160 START
0001180850;GIF7019;2017;A - Moto;Não;2898;HONDA/CG 160 START
0000311221;BBQ7935;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000311221;GIM2209;2018;A - Moto;Não;41900;HONDA/CG 160 FAN
0000311648;BWW3J72;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000311648;FZL9D29;2020;A - Moto;Não;2898;HONDA/CG 160 START
0001211088;DKU0460;2018;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0001211088;FFX0G69;2017;A - Moto;Não;41706;JTZ/CHOPPER RC
0001211088;FSD2J06;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0001181774;CFY2D89;2020;A - Moto;Não;2898;HONDA/CG 160 START
0001181774;FKR7F06;2020;A - Moto;Não;2898;HONDA/CG 160 START
0000520353;GDW0D67;2022;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000520353;GFO8D27;2021;A - Moto;Não;9636;YAMAHA/YBR150 FACTOR ED
0000820234;EHY6B64;2022;A - Moto;Não;2898;HONDA/CG 160 START
0000820234;FCG1C15;2022;A - Moto;Não;2898;HONDA/CG 160 START
0000820234;FQC7D37;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000820234;GDI7E37;2021;A - Moto;Não;2898;HONDA/CG 160 START
0000071018;FNE1G59;2017;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000071018;GHB2F19;2016;A - Moto;Não;18407;JTA-SUZUKI/GS120
0001151676;FBE2E73;2020;A - Moto;Não;41900;HONDA/CG 160 FAN
0001151676;FXD7C89;2018;A - Moto;Não;41900;HONDA/CG 160 FAN
0001151676;GIV5C20;2016;A - Moto;Não;2893;HONDA/CG 160 TITAN EX
0001090710;DGX1D89;2020;A - Moto;Não;2898;HONDA/CG 160 START
0001090710;FJO2F77;2018;A - Moto;Não;41707;JTZ/DK150
0000430374;BYW6B82;2021;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000430374;DUF9C18;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000430374;EHC0G78;2019;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
0000430374;FPA3H05;2022;A - Moto;Não;9639;YAMAHA/YBR125I FACTOR ED
