IdCFC;NúmeroSala;Capacidade
0000341060;1;25
0000401060;1;25
0000491074;1;25
0000041095;1;25
0006071116;1;25
0006101116;1;25
0021521116;1;25
0000101165;1;25
0000431291;1;25
0000071305;1;25
0000221312;1;25
0000251312;1;25
0000191368;1;25
0000251382;1;25
0000101410;1;25
0000161410;1;25
0000131417;1;25
0000161417;1;25
0000311438;1;25
0000131536;1;25
0000071578;1;25
0000041627;1;25
0000761655;1;25
0001421662;1;25
0000971669;1;25
0000131690;1;25
0000071746;1;25
0001421753;1;25
0000461760;1;25
0003041795;1;25
0000041802;1;25
0000221816;1;25
0000101879;1;25
0000971907;1;25
0000462026;1;25
0000162047;1;25
0000042082;1;25
0000102089;1;25
0000042152;1;25
0000252187;1;25
0000102201;1;25
0000012222;1;25
0000012236;1;25
0000072243;1;25
0000042285;1;25
0000132285;1;25
0000162292;1;25
0000252313;1;25
0000072341;1;26
0000072005;1;26
0000011858;1;26
0012371690;1;26
0000251543;1;26
0000011494;1;26
0000281130;1;26
0000161144;1;26
0000191235;1;26
0005951116;1;26
0006041116;1;26
0000700913;1;26
0000970920;1;26
0000010871;1;26
0000430731;1;26
0000250661;1;26
0001480661;1;26
0000130563;1;26
0000160619;1;26
0000250500;1;26
0000310500;1;26
0002680535;1;26
0002950535;1;26
0003550535;1;26
0000280402;1;26
0000340423;1;26
0000070374;1;26
0001390178;1;26
0041110122;1;26
0038650122;1;26
0039520122;1;26
0028030122;1;26
0029380122;1;26
0001660031;1;26
0003970045;1;26
0000130052;1;26
0000280073;1;26
0000490024;1;26
0000042236;1;27
0000072327;1;27
0000492082;1;27
0000522082;1;27
0000132096;1;27
0000071914;1;27
0000401914;1;27
0001241774;1;27
0000281697;1;27
0000071704;1;27
0000101704;1;27
0000101739;1;27
0001361753;1;27
0000731774;1;27
0000101536;1;27
0000041410;1;27
0000041298;1;27
0000011361;1;27
0000581046;1;27
0000791074;1;27
0001001088;1;27
0006251018;1;27
0000520864;1;27
0000010906;1;27
0000160773;1;27
0000130787;1;27
0000130815;1;27
0000070605;1;27
0000040619;1;27
0000010332;1;27
0000610171;1;27
0000430136;1;27
0040450122;1;27
0033790122;1;27
0034480122;1;27
0036700122;1;27
0036820122;1;27
0017200122;1;27
0001330073;1;27
0000970080;1;27
0002890045;1;27
0000072285;1;28
0000402131;1;28
0000431914;1;28
0009191781;1;28
0000251725;1;28
0000221662;1;28
0041801466;1;28
0000041270;1;28
0000401312;1;28
0000611046;1;28
0000581074;1;28
0000011081;1;28
0009371018;1;28
0000880920;1;28
0000340857;1;28
0000100885;1;28
0000160885;1;28
0000070892;1;28
0008980745;1;28
0000130773;1;28
0000220409;1;28
0000310444;1;28
0000190283;1;28
0000370283;1;28
0000340297;1;28
0001810206;1;28
0000820213;1;28
0000160234;1;28
0041170122;1;28
0041860122;1;28
0001330129;1;28
0001000136;1;28
0000850143;1;28
0040210122;1;28
0037360122;1;28
0027010122;1;28
0027400122;1;28
0003100122;1;28
0016360122;1;28
0000820024;1;28
0000192159;1;29
0000371851;1;29
0000611389;1;29
0000221508;1;29
0000551515;1;29
0000311179;1;29
0000281074;1;29
0000251004;1;29
0000040955;1;29
0002020864;1;29
0005950745;1;29
0000340829;1;29
0000490647;1;29
0000280500;1;29
0000040416;1;29
0000190465;1;29
0000400346;1;29
0000580353;1;29
0000070367;1;29
0000400297;1;29
0001210206;1;29
0038770122;1;29
0040330122;1;29
0025330122;1;29
0027070122;1;29
0001750122;1;29
0007450122;1;29
0011440122;1;29
0003820101;1;29
0004870101;1;29
0003310045;1;29
0000280052;1;29
0000250115;1;30
0001060115;1;30
0000040122;1;30
0012220122;1;30
0012430122;1;30
0016960122;1;30
0019870122;1;30
0000400073;1;30
0000820073;1;30
0000910073;1;30
0001090073;1;30
0001270073;1;30
0000520080;1;30
0000580080;1;30
0000880080;1;30
0000190087;1;30
0003070087;1;30
0003130087;1;30
0003160087;1;30
0003250087;1;30
0000430094;1;30
0000730094;1;30
0000760094;1;30
0000010101;1;30
0009070101;1;30
0009130101;1;30
0001330031;1;30
0000340038;1;30
0000130045;1;30
0001270045;1;30
0001690045;1;30
0001960045;1;30
0002200045;1;30
0003190045;1;30
0003730045;1;30
0003850045;1;30
0030040045;1;30
0000100052;1;30
0000550059;1;30
0000730059;1;30
0000370066;1;30
0000010073;1;30
0000220073;1;30
0000220003;1;30
0000550003;1;30
0000850003;1;30
0000910003;1;30
0001540003;1;30
0001600003;1;30
0001840003;1;30
0002230003;1;30
0000070010;1;30
0000100010;1;30
0000160010;1;30
0000250010;1;30
0000760010;1;30
0000010017;1;30
0000040017;1;30
0000130017;1;30
0000670024;1;30
0000910024;1;30
0001000031;1;30
0001180031;1;30
0001210031;1;30
0041710122;1;30
0042460122;1;30
0299890122;1;30
0299920122;1;30
0299950122;1;30
0000400129;1;30
0000460129;1;30
0000490129;1;30
0000880129;1;30
0000970129;1;30
0001030129;1;30
0001510129;1;30
0000910136;1;30
0001780143;1;30
0002530143;1;30
0037900122;1;30
0037990122;1;30
0038620122;1;30
0038800122;1;30
0038830122;1;30
0039100122;1;30
0039550122;1;30
0040420122;1;30
0031870122;1;30
0035590122;1;30
0036040122;1;30
0036160122;1;30
0036190122;1;30
0036400122;1;30
0036610122;1;30
0036790122;1;30
0037090122;1;30
0037150122;1;30
0037210122;1;30
0037330122;1;30
0037420122;1;30
0037450122;1;30
0027760122;1;30
0027850122;1;30
0027880122;1;30
0027970122;1;30
0028270122;1;30
0028390122;1;30
0028450122;1;30
0028780122;1;30
0029470122;1;30
0029620122;1;30
0029650122;1;30
0029680122;1;30
0024760122;1;30
0024910122;1;30
0025000122;1;30
0025240122;1;30
0026680122;1;30
0026980122;1;30
0027250122;1;30
0027460122;1;30
0027550122;1;30
0027730122;1;30
0009250101;1;30
0000340108;1;30
0000370108;1;30
0000550108;1;30
0003070108;1;30
0000130479;1;30
0000040486;1;30
0000070304;1;30
0000160311;1;30
0000040318;1;30
0000040325;1;30
0000280325;1;30
0000190332;1;30
0000250339;1;30
0000340339;1;30
0000010346;1;30
0000220346;1;30
0000280346;1;30
0000250353;1;30
0000520353;1;30
0000130360;1;30
0000040367;1;30
0000100374;1;30
0000010381;1;30
0000100381;1;30
0000580395;1;30
0000610395;1;30
0000580234;1;30
0003820241;1;30
0004060241;1;30
0004210241;1;30
0004330241;1;30
0005980262;1;30
0000070269;1;30
0000130269;1;30
0000160269;1;30
0000220269;1;30
0000070276;1;30
0000730276;1;30
0000010297;1;30
0000250297;1;30
0000310297;1;30
0001030178;1;30
0001600178;1;30
0001630178;1;30
0001660178;1;30
0000310185;1;30
0000010192;1;30
0000220192;1;30
0000040199;1;30
0000370199;1;30
0001450206;1;30
0000310213;1;30
0000520213;1;30
0000370234;1;30
0000430234;1;30
0000280150;1;30
0000310150;1;30
0000460150;1;30
0000730150;1;30
0000760150;1;30
0000790150;1;30
0003220157;1;30
0003400157;1;30
0001300164;1;30
0000010171;1;30
0000040178;1;30
0000070178;1;30
0041080122;1;30
0000010822;1;30
0000160836;1;30
0000220654;1;30
0000250654;1;30
0000400654;1;30
0000430661;1;30
0000760661;1;30
0000910661;1;30
0001420661;1;30
0000250668;1;30
0000310668;1;30
0000160675;1;30
0000010682;1;30
0000190682;1;30
0000250689;1;30
0000070703;1;30
0000580710;1;30
0000100717;1;30
0000160717;1;30
0000190549;1;30
0000610549;1;30
0000010563;1;30
0000070563;1;30
0000400577;1;30
0000250591;1;30
0003220598;1;30
0000010612;1;30
0000220612;1;30
0000010626;1;30
0000130626;1;30
0000310626;1;30
0000160633;1;30
0000040647;1;30
0001060493;1;30
0001390493;1;30
0000070500;1;30
0000730507;1;30
0001090507;1;30
0000010514;1;30
0000070528;1;30
0000100535;1;30
0000130535;1;30
0001690535;1;30
0001990535;1;30
0002170535;1;30
0002380535;1;30
0002410535;1;30
0003070535;1;30
0000760395;1;30
0001090395;1;30
0000100402;1;30
0000010423;1;30
0000490423;1;30
0000190437;1;30
0000190444;1;30
0000280444;1;30
0000400444;1;30
0000610444;1;30
0000010451;1;30
0000100451;1;30
0000070458;1;30
0000340458;1;30
0000010472;1;30
0000100479;1;30
0006131018;1;30
0006911018;1;30
0000041025;1;30
0000101025;1;30
0000221025;1;30
0000251025;1;30
0000011032;1;30
0000431032;1;30
0000041039;1;30
0000251039;1;30
0000251046;1;30
0000550913;1;30
0000400920;1;30
0000580920;1;30
0000490927;1;30
0000010934;1;30
0000070948;1;30
0000100948;1;30
0000190948;1;30
0000220948;1;30
0000070955;1;30
0000010962;1;30
0000010969;1;30
0000190976;1;30
0000220976;1;30
0000430976;1;30
0005950976;1;30
0000130983;1;30
0000010997;1;30
0000370997;1;30
0000011004;1;30
0000310836;1;30
0000010843;1;30
0000130843;1;30
0000580850;1;30
0001060850;1;30
0000010857;1;30
0000460857;1;30
0001300864;1;30
0000190878;1;30
0000130892;1;30
0000190892;1;30
0000010899;1;30
0000250899;1;30
0000070906;1;30
0000340913;1;30
0000520913;1;30
0000010731;1;30
0000040731;1;30
0000190731;1;30
0000010752;1;30
0000070752;1;30
0000340766;1;30
0000910766;1;30
0001000766;1;30
0001030766;1;30
0001060766;1;30
0001210766;1;30
0000010787;1;30
0000160794;1;30
0000130801;1;30
0000220801;1;30
0000100808;1;30
0000190815;1;30
0000071662;1;30
0000101375;1;30
0000131382;1;30
0000191382;1;30
0000041403;1;30
0000101403;1;30
0000011424;1;30
0000011431;1;30
0000041431;1;30
0000341438;1;30
0000071445;1;30
0000041466;1;30
0000161473;1;30
0000281473;1;30
0000041480;1;30
0000101480;1;30
0000041487;1;30
0000131487;1;30
0002981515;1;30
0011981515;1;30
0014981515;1;30
0020981515;1;30
0023981515;1;30
0026981515;1;30
0029981515;1;30
0000311130;1;30
0000011137;1;30
0000281151;1;30
0000821151;1;30
0000191158;1;30
0000041193;1;30
0000071193;1;30
0000011200;1;30
0000131207;1;30
0000221214;1;30
0000071221;1;30
0000191221;1;30
0000281221;1;30
0000071242;1;30
0224201256;1;30
0000311277;1;30
0000041291;1;30
0000101291;1;30
0000401291;1;30
0000161312;1;30
0000281312;1;30
0000311312;1;30
0000071319;1;30
0000101319;1;30
0000251319;1;30
0000131333;1;30
0000401046;1;30
0000491046;1;30
0000071088;1;30
0001181088;1;30
0000011095;1;30
0000311109;1;30
0021461116;1;30
0000131123;1;30
0000041130;1;30
0000371004;1;30
0001481018;1;30
0005651018;1;30
0006011018;1;30
0000101865;1;30
0000131893;1;30
0000251893;1;30
0000371893;1;30
0000461893;1;30
0000101900;1;30
0000941907;1;30
0002981907;1;30
0000161697;1;30
0000191697;1;30
0000011704;1;30
0000221711;1;30
0000161718;1;30
0000521718;1;30
0000731718;1;30
0000911718;1;30
0001001718;1;30
0000071725;1;30
0000161732;1;30
0000071739;1;30
0000311739;1;30
0000011753;1;30
0001001753;1;30
0000521767;1;30
0000611767;1;30
0001031767;1;30
0001121767;1;30
0000101662;1;30
0000161662;1;30
0002231662;1;30
0002531662;1;30
0000551669;1;30
0000821669;1;30
0001031669;1;30
0001211669;1;30
0001811669;1;30
0000911676;1;30
0001001676;1;30
0000071683;1;30
0003491690;1;30
0012131690;1;30
0012221690;1;30
0012431690;1;30
0000101697;1;30
0032981515;1;30
0035981515;1;30
0038981515;1;30
0044981515;1;30
0050981515;1;30
0000041557;1;30
0000161571;1;30
0000191571;1;30
0000101585;1;30
0000221585;1;30
0000161599;1;30
0000431599;1;30
0000101613;1;30
0000191613;1;30
0000071634;1;30
0000011648;1;30
0000101655;1;30
0000821655;1;30
